May 6, 2023   17:18:30
-0.200, 3.798e-4
-0.201, 3.828e-4
-0.202, 3.857e-4
-0.203, 3.885e-4
-0.204, 3.911e-4
-0.205, 3.936e-4
-0.206, 3.960e-4
-0.207, 3.981e-4
-0.208, 4.001e-4
-0.209, 4.018e-4
-0.210, 4.031e-4
-0.211, 4.044e-4
-0.212, 4.055e-4
-0.213, 4.063e-4
-0.214, 4.068e-4
-0.215, 4.070e-4
-0.216, 4.070e-4
-0.217, 4.067e-4
-0.218, 4.062e-4
-0.219, 4.054e-4
-0.220, 4.044e-4
-0.221, 4.031e-4
-0.222, 4.017e-4
-0.223, 4.000e-4
-0.224, 3.981e-4
-0.225, 3.960e-4
-0.226, 3.937e-4
-0.227, 3.913e-4
-0.228, 3.888e-4
-0.229, 3.861e-4
-0.230, 3.832e-4
-0.231, 3.804e-4
-0.232, 3.775e-4
-0.233, 3.744e-4
-0.234, 3.714e-4
-0.235, 3.683e-4
-0.236, 3.651e-4
-0.237, 3.620e-4
-0.238, 3.590e-4
-0.239, 3.560e-4
-0.240, 3.531e-4
-0.241, 3.501e-4
-0.242, 3.472e-4
-0.243, 3.444e-4
-0.244, 3.417e-4
-0.245, 3.390e-4
-0.246, 3.363e-4
-0.247, 3.336e-4
-0.248, 3.310e-4
-0.249, 3.285e-4
-0.250, 3.183e-4
-0.249, 2.713e-4
-0.248, 2.216e-4
-0.247, 1.788e-4
-0.246, 1.412e-4
-0.245, 1.084e-4
-0.244, 7.899e-5
-0.243, 5.287e-5
-0.242, 2.959e-5
-0.241, 8.815e-6
-0.240, -9.965e-6
-0.239, -2.678e-5
-0.238, -4.183e-5
-0.237, -5.559e-5
-0.236, -6.800e-5
-0.235, -7.925e-5
-0.234, -8.954e-5
-0.233, -9.876e-5
-0.232, -1.073e-4
-0.231, -1.151e-4
-0.230, -1.222e-4
-0.229, -1.288e-4
-0.228, -1.349e-4
-0.227, -1.405e-4
-0.226, -1.458e-4
-0.225, -1.506e-4
-0.224, -1.553e-4
-0.223, -1.597e-4
-0.222, -1.636e-4
-0.221, -1.675e-4
-0.220, -1.711e-4
-0.219, -1.745e-4
-0.218, -1.777e-4
-0.217, -1.809e-4
-0.216, -1.839e-4
-0.215, -1.868e-4
-0.214, -1.895e-4
-0.213, -1.923e-4
-0.212, -1.948e-4
-0.211, -1.974e-4
-0.210, -2.000e-4
-0.209, -2.024e-4
-0.208, -2.049e-4
-0.207, -2.073e-4
-0.206, -2.097e-4
-0.205, -2.122e-4
-0.204, -2.146e-4
-0.203, -2.169e-4
-0.202, -2.192e-4
-0.201, -2.215e-4
-0.200, -2.239e-4
-0.199, -2.262e-4
-0.198, -2.287e-4
-0.197, -2.310e-4
-0.196, -2.334e-4
-0.195, -2.357e-4
-0.194, -2.382e-4
-0.193, -2.405e-4
-0.192, -2.429e-4
-0.191, -2.453e-4
-0.190, -2.476e-4
-0.189, -2.500e-4
-0.188, -2.524e-4
-0.187, -2.546e-4
-0.186, -2.571e-4
-0.185, -2.595e-4
-0.184, -2.617e-4
-0.183, -2.639e-4
-0.182, -2.661e-4
-0.181, -2.683e-4
-0.180, -2.703e-4
-0.179, -2.723e-4
-0.178, -2.742e-4
-0.177, -2.760e-4
-0.176, -2.776e-4
-0.175, -2.792e-4
-0.174, -2.807e-4
-0.173, -2.820e-4
-0.172, -2.833e-4
-0.171, -2.843e-4
-0.170, -2.853e-4
-0.169, -2.860e-4
-0.168, -2.867e-4
-0.167, -2.872e-4
-0.166, -2.875e-4
-0.165, -2.877e-4
-0.164, -2.877e-4
-0.163, -2.876e-4
-0.162, -2.874e-4
-0.161, -2.870e-4
-0.160, -2.866e-4
-0.159, -2.859e-4
-0.158, -2.850e-4
-0.157, -2.842e-4
-0.156, -2.832e-4
-0.155, -2.821e-4
-0.154, -2.811e-4
-0.153, -2.804e-4
-0.152, -2.790e-4
-0.151, -2.776e-4
-0.150, -2.761e-4
-0.149, -2.746e-4
-0.148, -2.731e-4
-0.147, -2.716e-4
-0.146, -2.701e-4
-0.145, -2.686e-4
-0.144, -2.671e-4
-0.143, -2.657e-4
-0.142, -2.642e-4
-0.141, -2.629e-4
-0.140, -2.616e-4
-0.139, -2.603e-4
-0.138, -2.592e-4
-0.137, -2.581e-4
-0.136, -2.570e-4
-0.135, -2.560e-4
-0.134, -2.553e-4
-0.133, -2.545e-4
-0.132, -2.537e-4
-0.131, -2.530e-4
-0.130, -2.526e-4
-0.129, -2.520e-4
-0.128, -2.516e-4
-0.127, -2.513e-4
-0.126, -2.508e-4
-0.125, -2.506e-4
-0.124, -2.504e-4
-0.123, -2.502e-4
-0.122, -2.501e-4
-0.121, -2.500e-4
-0.120, -2.499e-4
-0.119, -2.498e-4
-0.118, -2.496e-4
-0.117, -2.496e-4
-0.116, -2.495e-4
-0.115, -2.493e-4
-0.114, -2.492e-4
-0.113, -2.490e-4
-0.112, -2.488e-4
-0.111, -2.486e-4
-0.110, -2.483e-4
-0.109, -2.481e-4
-0.108, -2.478e-4
-0.107, -2.474e-4
-0.106, -2.469e-4
-0.105, -2.465e-4
-0.104, -2.460e-4
-0.103, -2.454e-4
-0.102, -2.450e-4
-0.101, -2.443e-4
-0.100, -2.436e-4
-0.099, -2.428e-4
-0.098, -2.419e-4
-0.097, -2.410e-4
-0.096, -2.403e-4
-0.095, -2.394e-4
-0.094, -2.384e-4
-0.093, -2.375e-4
-0.092, -2.365e-4
-0.091, -2.355e-4
-0.090, -2.346e-4
-0.089, -2.336e-4
-0.088, -2.326e-4
-0.087, -2.315e-4
-0.086, -2.305e-4
-0.085, -2.296e-4
-0.084, -2.286e-4
-0.083, -2.278e-4
-0.082, -2.268e-4
-0.081, -2.259e-4
-0.080, -2.249e-4
-0.079, -2.240e-4
-0.078, -2.230e-4
-0.077, -2.221e-4
-0.076, -2.212e-4
-0.075, -2.202e-4
-0.074, -2.193e-4
-0.073, -2.182e-4
-0.072, -2.173e-4
-0.071, -2.163e-4
-0.070, -2.154e-4
-0.069, -2.143e-4
-0.068, -2.132e-4
-0.067, -2.122e-4
-0.066, -2.111e-4
-0.065, -2.099e-4
-0.064, -2.087e-4
-0.063, -2.075e-4
-0.062, -2.061e-4
-0.061, -2.048e-4
-0.060, -2.034e-4
-0.059, -2.019e-4
-0.058, -2.005e-4
-0.057, -1.990e-4
-0.056, -1.973e-4
-0.055, -1.957e-4
-0.054, -1.940e-4
-0.053, -1.923e-4
-0.052, -1.904e-4
-0.051, -1.890e-4
-0.050, -1.871e-4
-0.049, -1.849e-4
-0.048, -1.827e-4
-0.047, -1.805e-4
-0.046, -1.783e-4
-0.045, -1.761e-4
-0.044, -1.740e-4
-0.043, -1.717e-4
-0.042, -1.695e-4
-0.041, -1.672e-4
-0.040, -1.649e-4
-0.039, -1.626e-4
-0.038, -1.604e-4
-0.037, -1.582e-4
-0.036, -1.560e-4
-0.035, -1.537e-4
-0.034, -1.516e-4
-0.033, -1.494e-4
-0.032, -1.474e-4
-0.031, -1.454e-4
-0.030, -1.434e-4
-0.029, -1.414e-4
-0.028, -1.395e-4
-0.027, -1.376e-4
-0.026, -1.359e-4
-0.025, -1.342e-4
-0.024, -1.325e-4
-0.023, -1.308e-4
-0.022, -1.292e-4
-0.021, -1.276e-4
-0.020, -1.260e-4
-0.019, -1.246e-4
-0.018, -1.232e-4
-0.017, -1.216e-4
-0.016, -1.202e-4
-0.015, -1.188e-4
-0.014, -1.174e-4
-0.013, -1.161e-4
-0.012, -1.148e-4
-0.011, -1.135e-4
-0.010, -1.123e-4
-0.009, -1.111e-4
-0.008, -1.099e-4
-0.007, -1.087e-4
-0.006, -1.076e-4
-0.005, -1.065e-4
-0.004, -1.055e-4
-0.003, -1.045e-4
-0.002, -1.035e-4
-0.001, -1.026e-4
-0.000, -1.021e-4
0.001, -1.015e-4
0.002, -1.003e-4
0.003, -9.933e-5
0.004, -9.841e-5
0.005, -9.752e-5
0.006, -9.680e-5
0.007, -9.600e-5
0.008, -9.522e-5
0.009, -9.448e-5
0.010, -9.370e-5
0.011, -9.304e-5
0.012, -9.227e-5
0.013, -9.161e-5
0.014, -9.094e-5
0.015, -9.023e-5
0.016, -8.959e-5
0.017, -8.894e-5
0.018, -8.827e-5
0.019, -8.775e-5
0.020, -8.715e-5
0.021, -8.647e-5
0.022, -8.588e-5
0.023, -8.529e-5
0.024, -8.471e-5
0.025, -8.418e-5
0.026, -8.364e-5
0.027, -8.312e-5
0.028, -8.256e-5
0.029, -8.193e-5
0.030, -8.150e-5
0.031, -8.097e-5
0.032, -8.051e-5
0.033, -8.003e-5
0.034, -7.947e-5
0.035, -7.900e-5
0.036, -7.849e-5
0.037, -7.803e-5
0.038, -7.763e-5
0.039, -7.723e-5
0.040, -7.673e-5
0.041, -7.633e-5
0.042, -7.584e-5
0.043, -7.549e-5
0.044, -7.506e-5
0.045, -7.473e-5
0.046, -7.437e-5
0.047, -7.393e-5
0.048, -7.358e-5
0.049, -7.324e-5
0.050, -7.287e-5
0.051, -7.277e-5
0.052, -7.268e-5
0.053, -7.209e-5
0.054, -7.171e-5
0.055, -7.128e-5
0.056, -7.096e-5
0.057, -7.074e-5
0.058, -7.048e-5
0.059, -7.025e-5
0.060, -6.988e-5
0.061, -6.961e-5
0.062, -6.936e-5
0.063, -6.910e-5
0.064, -6.891e-5
0.065, -6.872e-5
0.066, -6.841e-5
0.067, -6.819e-5
0.068, -6.798e-5
0.069, -6.768e-5
0.070, -6.753e-5
0.071, -6.741e-5
0.072, -6.718e-5
0.073, -6.703e-5
0.074, -6.680e-5
0.075, -6.665e-5
0.076, -6.649e-5
0.077, -6.634e-5
0.078, -6.625e-5
0.079, -6.598e-5
0.080, -6.586e-5
0.081, -6.579e-5
0.082, -6.560e-5
0.083, -6.552e-5
0.084, -6.550e-5
0.085, -6.528e-5
0.086, -6.514e-5
0.087, -6.499e-5
0.088, -6.487e-5
0.089, -6.482e-5
0.090, -6.470e-5
0.091, -6.464e-5
0.092, -6.457e-5
0.093, -6.444e-5
0.094, -6.444e-5
0.095, -6.429e-5
0.096, -6.428e-5
0.097, -6.421e-5
0.098, -6.408e-5
0.099, -6.406e-5
0.100, -6.399e-5
0.101, -6.389e-5
0.102, -6.393e-5
0.103, -6.403e-5
0.104, -6.386e-5
0.105, -6.381e-5
0.106, -6.367e-5
0.107, -6.364e-5
0.108, -6.356e-5
0.109, -6.359e-5
0.110, -6.359e-5
0.111, -6.351e-5
0.112, -6.347e-5
0.113, -6.343e-5
0.114, -6.339e-5
0.115, -6.338e-5
0.116, -6.336e-5
0.117, -6.329e-5
0.118, -6.330e-5
0.119, -6.320e-5
0.120, -6.322e-5
0.121, -6.325e-5
0.122, -6.333e-5
0.123, -6.329e-5
0.124, -6.328e-5
0.125, -6.325e-5
0.126, -6.332e-5
0.127, -6.331e-5
0.128, -6.336e-5
0.129, -6.339e-5
0.130, -6.336e-5
0.131, -6.339e-5
0.132, -6.343e-5
0.133, -6.337e-5
0.134, -6.343e-5
0.135, -6.350e-5
0.136, -6.351e-5
0.137, -6.352e-5
0.138, -6.350e-5
0.139, -6.349e-5
0.140, -6.355e-5
0.141, -6.353e-5
0.142, -6.357e-5
0.143, -6.356e-5
0.144, -6.358e-5
0.145, -6.362e-5
0.146, -6.361e-5
0.147, -6.369e-5
0.148, -6.380e-5
0.149, -6.374e-5
0.150, -6.378e-5
0.151, -6.379e-5
0.152, -6.381e-5
0.153, -6.389e-5
0.154, -6.438e-5
0.155, -6.424e-5
0.156, -6.410e-5
0.157, -6.402e-5
0.158, -6.408e-5
0.159, -6.404e-5
0.160, -6.411e-5
0.161, -6.420e-5
0.162, -6.416e-5
0.163, -6.419e-5
0.164, -6.424e-5
0.165, -6.422e-5
0.166, -6.431e-5
0.167, -6.434e-5
0.168, -6.432e-5
0.169, -6.438e-5
0.170, -6.437e-5
0.171, -6.443e-5
0.172, -6.446e-5
0.173, -6.459e-5
0.174, -6.464e-5
0.175, -6.462e-5
0.176, -6.467e-5
0.177, -6.474e-5
0.178, -6.470e-5
0.179, -6.474e-5
0.180, -6.481e-5
0.181, -6.477e-5
0.182, -6.488e-5
0.183, -6.493e-5
0.184, -6.494e-5
0.185, -6.497e-5
0.186, -6.505e-5
0.187, -6.514e-5
0.188, -6.513e-5
0.189, -6.514e-5
0.190, -6.520e-5
0.191, -6.522e-5
0.192, -6.529e-5
0.193, -6.536e-5
0.194, -6.535e-5
0.195, -6.538e-5
0.196, -6.548e-5
0.197, -6.542e-5
0.198, -6.547e-5
0.199, -6.554e-5
0.200, -6.555e-5
0.201, -6.558e-5
0.202, -6.558e-5
0.203, -6.563e-5
0.204, -6.568e-5
0.205, -6.579e-5
0.206, -6.583e-5
0.207, -6.576e-5
0.208, -6.583e-5
0.209, -6.585e-5
0.210, -6.584e-5
0.211, -6.596e-5
0.212, -6.604e-5
0.213, -6.598e-5
0.214, -6.609e-5
0.215, -6.606e-5
0.216, -6.608e-5
0.217, -6.612e-5
0.218, -6.614e-5
0.219, -6.614e-5
0.220, -6.618e-5
0.221, -6.619e-5
0.222, -6.626e-5
0.223, -6.621e-5
0.224, -6.632e-5
0.225, -6.642e-5
0.226, -6.635e-5
0.227, -6.642e-5
0.228, -6.649e-5
0.229, -6.648e-5
0.230, -6.655e-5
0.231, -6.664e-5
0.232, -6.666e-5
0.233, -6.671e-5
0.234, -6.669e-5
0.235, -6.674e-5
0.236, -6.677e-5
0.237, -6.682e-5
0.238, -6.686e-5
0.239, -6.686e-5
0.240, -6.688e-5
0.241, -6.694e-5
0.242, -6.692e-5
0.243, -6.706e-5
0.244, -6.714e-5
0.245, -6.709e-5
0.246, -6.715e-5
0.247, -6.719e-5
0.248, -6.718e-5
0.249, -6.726e-5
0.250, -6.734e-5
0.251, -6.736e-5
0.252, -6.738e-5
0.253, -6.737e-5
0.254, -6.742e-5
0.255, -6.744e-5
0.256, -6.783e-5
0.257, -6.801e-5
0.258, -6.780e-5
0.259, -6.774e-5
0.260, -6.772e-5
0.261, -6.774e-5
0.262, -6.784e-5
0.263, -6.789e-5
0.264, -6.788e-5
0.265, -6.788e-5
0.266, -6.784e-5
0.267, -6.790e-5
0.268, -6.794e-5
0.269, -6.800e-5
0.270, -6.802e-5
0.271, -6.800e-5
0.272, -6.804e-5
0.273, -6.808e-5
0.274, -6.807e-5
0.275, -6.814e-5
0.276, -6.820e-5
0.277, -6.815e-5
0.278, -6.827e-5
0.279, -6.828e-5
0.280, -6.829e-5
0.281, -6.839e-5
0.282, -6.844e-5
0.283, -6.847e-5
0.284, -6.850e-5
0.285, -6.848e-5
0.286, -6.853e-5
0.287, -6.857e-5
0.288, -6.862e-5
0.289, -6.870e-5
0.290, -6.870e-5
0.291, -6.872e-5
0.292, -6.878e-5
0.293, -6.881e-5
0.294, -6.890e-5
0.295, -6.891e-5
0.296, -6.891e-5
0.297, -6.896e-5
0.298, -6.895e-5
0.299, -6.898e-5
0.300, -6.907e-5
0.301, -6.916e-5
0.302, -6.924e-5
0.303, -6.918e-5
0.304, -6.925e-5
0.305, -6.932e-5
0.306, -6.929e-5
0.307, -6.948e-5
0.308, -6.963e-5
0.309, -6.953e-5
0.310, -6.952e-5
0.311, -6.944e-5
0.312, -6.943e-5
0.313, -6.952e-5
0.314, -6.961e-5
0.315, -6.961e-5
0.316, -6.962e-5
0.317, -6.964e-5
0.318, -6.971e-5
0.319, -6.972e-5
0.320, -6.978e-5
0.321, -6.979e-5
0.322, -6.972e-5
0.323, -6.977e-5
0.324, -6.986e-5
0.325, -6.984e-5
0.326, -6.993e-5
0.327, -7.007e-5
0.328, -7.008e-5
0.329, -7.009e-5
0.330, -7.007e-5
0.331, -7.014e-5
0.332, -7.020e-5
0.333, -7.029e-5
0.334, -7.033e-5
0.335, -7.033e-5
0.336, -7.035e-5
0.337, -7.041e-5
0.338, -7.039e-5
0.339, -7.050e-5
0.340, -7.059e-5
0.341, -7.058e-5
0.342, -7.067e-5
0.343, -7.067e-5
0.344, -7.073e-5
0.345, -7.073e-5
0.346, -7.077e-5
0.347, -7.084e-5
0.348, -7.084e-5
0.349, -7.080e-5
0.350, -7.092e-5
0.351, -7.095e-5
0.352, -7.105e-5
0.353, -7.115e-5
0.354, -7.111e-5
0.355, -7.118e-5
0.356, -7.126e-5
0.357, -7.122e-5
0.358, -7.143e-5
0.359, -7.182e-5
0.360, -7.171e-5
0.361, -7.165e-5
0.362, -7.156e-5
0.363, -7.158e-5
0.364, -7.164e-5
0.365, -7.172e-5
0.366, -7.179e-5
0.367, -7.176e-5
0.368, -7.185e-5
0.369, -7.194e-5
0.370, -7.194e-5
0.371, -7.204e-5
0.372, -7.212e-5
0.373, -7.210e-5
0.374, -7.220e-5
0.375, -7.222e-5
0.376, -7.227e-5
0.377, -7.240e-5
0.378, -7.245e-5
0.379, -7.249e-5
0.380, -7.254e-5
0.381, -7.256e-5
0.382, -7.272e-5
0.383, -7.273e-5
0.384, -7.286e-5
0.385, -7.300e-5
0.386, -7.297e-5
0.387, -7.308e-5
0.388, -7.316e-5
0.389, -7.321e-5
0.390, -7.334e-5
0.391, -7.344e-5
0.392, -7.351e-5
0.393, -7.358e-5
0.394, -7.364e-5
0.395, -7.375e-5
0.396, -7.385e-5
0.397, -7.404e-5
0.398, -7.411e-5
0.399, -7.415e-5
0.400, -7.428e-5
0.401, -7.437e-5
0.402, -7.438e-5
0.403, -7.459e-5
0.404, -7.482e-5
0.405, -7.481e-5
0.406, -7.496e-5
0.407, -7.506e-5
0.408, -7.511e-5
0.409, -7.529e-5
0.410, -7.570e-5
0.411, -7.580e-5
0.412, -7.585e-5
0.413, -7.591e-5
0.414, -7.605e-5
0.415, -7.611e-5
0.416, -7.627e-5
0.417, -7.645e-5
0.418, -7.652e-5
0.419, -7.664e-5
0.420, -7.687e-5
0.421, -7.695e-5
0.422, -7.706e-5
0.423, -7.722e-5
0.424, -7.737e-5
0.425, -7.757e-5
0.426, -7.766e-5
0.427, -7.789e-5
0.428, -7.803e-5
0.429, -7.822e-5
0.430, -7.845e-5
0.431, -7.858e-5
0.432, -7.869e-5
0.433, -7.886e-5
0.434, -7.900e-5
0.435, -7.924e-5
0.436, -7.943e-5
0.437, -7.956e-5
0.438, -7.976e-5
0.439, -7.993e-5
0.440, -8.011e-5
0.441, -8.034e-5
0.442, -8.063e-5
0.443, -8.085e-5
0.444, -8.105e-5
0.445, -8.120e-5
0.446, -8.147e-5
0.447, -8.168e-5
0.448, -8.191e-5
0.449, -8.220e-5
0.450, -8.238e-5
0.451, -8.267e-5
0.452, -8.291e-5
0.453, -8.312e-5
0.454, -8.344e-5
0.455, -8.375e-5
0.456, -8.396e-5
0.457, -8.426e-5
0.458, -8.451e-5
0.459, -8.486e-5
0.460, -8.520e-5
0.461, -8.586e-5
0.462, -8.619e-5
0.463, -8.635e-5
0.464, -8.658e-5
0.465, -8.691e-5
0.466, -8.715e-5
0.467, -8.757e-5
0.468, -8.798e-5
0.469, -8.828e-5
0.470, -8.866e-5
0.471, -8.898e-5
0.472, -8.936e-5
0.473, -8.979e-5
0.474, -9.017e-5
0.475, -9.059e-5
0.476, -9.098e-5
0.477, -9.136e-5
0.478, -9.182e-5
0.479, -9.221e-5
0.480, -9.271e-5
0.481, -9.320e-5
0.482, -9.352e-5
0.483, -9.402e-5
0.484, -9.450e-5
0.485, -9.492e-5
0.486, -9.542e-5
0.487, -9.591e-5
0.488, -9.637e-5
0.489, -9.685e-5
0.490, -9.725e-5
0.491, -9.774e-5
0.492, -9.827e-5
0.493, -9.882e-5
0.494, -9.936e-5
0.495, -9.980e-5
0.496, -1.003e-4
0.497, -1.009e-4
0.498, -1.013e-4
0.499, -1.019e-4
0.500, -1.024e-4
0.501, -1.029e-4
0.502, -1.035e-4
0.503, -1.041e-4
0.504, -1.047e-4
0.505, -1.052e-4
0.506, -1.058e-4
0.507, -1.064e-4
0.508, -1.069e-4
0.509, -1.075e-4
0.510, -1.081e-4
0.511, -1.087e-4
0.512, -1.094e-4
0.513, -1.101e-4
0.514, -1.106e-4
0.515, -1.112e-4
0.516, -1.118e-4
0.517, -1.123e-4
0.518, -1.130e-4
0.519, -1.136e-4
0.520, -1.142e-4
0.521, -1.148e-4
0.522, -1.154e-4
0.523, -1.160e-4
0.524, -1.166e-4
0.525, -1.172e-4
0.526, -1.179e-4
0.527, -1.185e-4
0.528, -1.191e-4
0.529, -1.197e-4
0.530, -1.202e-4
0.531, -1.209e-4
0.532, -1.216e-4
0.533, -1.221e-4
0.534, -1.227e-4
0.535, -1.233e-4
0.536, -1.239e-4
0.537, -1.245e-4
0.538, -1.251e-4
0.539, -1.257e-4
0.540, -1.263e-4
0.541, -1.268e-4
0.542, -1.274e-4
0.543, -1.280e-4
0.544, -1.286e-4
0.545, -1.291e-4
0.546, -1.296e-4
0.547, -1.301e-4
0.548, -1.307e-4
0.549, -1.311e-4
0.550, -1.316e-4
0.551, -1.322e-4
0.552, -1.326e-4
0.553, -1.332e-4
0.554, -1.336e-4
0.555, -1.340e-4
0.556, -1.344e-4
0.557, -1.350e-4
0.558, -1.354e-4
0.559, -1.358e-4
0.560, -1.362e-4
0.561, -1.367e-4
0.562, -1.370e-4
0.563, -1.377e-4
0.564, -1.383e-4
0.565, -1.385e-4
0.566, -1.388e-4
0.567, -1.391e-4
0.568, -1.395e-4
0.569, -1.398e-4
0.570, -1.402e-4
0.571, -1.405e-4
0.572, -1.408e-4
0.573, -1.410e-4
0.574, -1.414e-4
0.575, -1.416e-4
0.576, -1.420e-4
0.577, -1.423e-4
0.578, -1.425e-4
0.579, -1.427e-4
0.580, -1.430e-4
0.581, -1.432e-4
0.582, -1.434e-4
0.583, -1.438e-4
0.584, -1.440e-4
0.585, -1.443e-4
0.586, -1.444e-4
0.587, -1.447e-4
0.588, -1.449e-4
0.589, -1.451e-4
0.590, -1.453e-4
0.591, -1.454e-4
0.592, -1.457e-4
0.593, -1.459e-4
0.594, -1.460e-4
0.595, -1.463e-4
0.596, -1.465e-4
0.597, -1.466e-4
0.598, -1.468e-4
0.599, -1.469e-4
0.600, -1.470e-4
0.601, -1.472e-4
0.602, -1.474e-4
0.603, -1.475e-4
0.604, -1.476e-4
0.605, -1.478e-4
0.606, -1.479e-4
0.607, -1.480e-4
0.608, -1.482e-4
0.609, -1.483e-4
0.610, -1.484e-4
0.611, -1.484e-4
0.612, -1.485e-4
0.613, -1.486e-4
0.614, -1.487e-4
0.615, -1.489e-4
0.616, -1.489e-4
0.617, -1.490e-4
0.618, -1.489e-4
0.619, -1.490e-4
0.620, -1.490e-4
0.621, -1.491e-4
0.622, -1.492e-4
0.623, -1.492e-4
0.624, -1.492e-4
0.625, -1.492e-4
0.626, -1.492e-4
0.627, -1.493e-4
0.628, -1.493e-4
0.629, -1.493e-4
0.630, -1.493e-4
0.631, -1.493e-4
0.632, -1.493e-4
0.633, -1.493e-4
0.634, -1.494e-4
0.635, -1.494e-4
0.636, -1.494e-4
0.637, -1.494e-4
0.638, -1.494e-4
0.639, -1.493e-4
0.640, -1.494e-4
0.641, -1.494e-4
0.642, -1.493e-4
0.643, -1.494e-4
0.644, -1.494e-4
0.645, -1.493e-4
0.646, -1.493e-4
0.647, -1.494e-4
0.648, -1.493e-4
0.649, -1.493e-4
0.650, -1.493e-4
0.651, -1.493e-4
0.652, -1.493e-4
0.653, -1.493e-4
0.654, -1.493e-4
0.655, -1.492e-4
0.656, -1.492e-4
0.657, -1.492e-4
0.658, -1.491e-4
0.659, -1.492e-4
0.660, -1.493e-4
0.661, -1.492e-4
0.662, -1.492e-4
0.663, -1.492e-4
0.664, -1.492e-4
0.665, -1.493e-4
0.666, -1.497e-4
0.667, -1.496e-4
0.668, -1.495e-4
0.669, -1.494e-4
0.670, -1.494e-4
0.671, -1.494e-4
0.672, -1.495e-4
0.673, -1.495e-4
0.674, -1.495e-4
0.675, -1.495e-4
0.676, -1.496e-4
0.677, -1.495e-4
0.678, -1.497e-4
0.679, -1.497e-4
0.680, -1.498e-4
0.681, -1.498e-4
0.682, -1.498e-4
0.683, -1.499e-4
0.684, -1.500e-4
0.685, -1.501e-4
0.686, -1.502e-4
0.687, -1.502e-4
0.688, -1.503e-4
0.689, -1.504e-4
0.690, -1.505e-4
0.691, -1.506e-4
0.692, -1.507e-4
0.693, -1.507e-4
0.694, -1.509e-4
0.695, -1.510e-4
0.696, -1.511e-4
0.697, -1.512e-4
0.698, -1.513e-4
0.699, -1.515e-4
0.700, -1.516e-4
0.701, -1.516e-4
0.702, -1.518e-4
0.703, -1.519e-4
0.704, -1.520e-4
0.705, -1.522e-4
0.706, -1.523e-4
0.707, -1.525e-4
0.708, -1.526e-4
0.709, -1.527e-4
0.710, -1.529e-4
0.711, -1.531e-4
0.712, -1.532e-4
0.713, -1.534e-4
0.714, -1.535e-4
0.715, -1.537e-4
0.716, -1.538e-4
0.717, -1.542e-4
0.718, -1.544e-4
0.719, -1.544e-4
0.720, -1.546e-4
0.721, -1.548e-4
0.722, -1.549e-4
0.723, -1.551e-4
0.724, -1.554e-4
0.725, -1.555e-4
0.726, -1.557e-4
0.727, -1.559e-4
0.728, -1.560e-4
0.729, -1.562e-4
0.730, -1.564e-4
0.731, -1.566e-4
0.732, -1.568e-4
0.733, -1.570e-4
0.734, -1.572e-4
0.735, -1.574e-4
0.736, -1.577e-4
0.737, -1.579e-4
0.738, -1.581e-4
0.739, -1.583e-4
0.740, -1.586e-4
0.741, -1.588e-4
0.742, -1.590e-4
0.743, -1.593e-4
0.744, -1.595e-4
0.745, -1.597e-4
0.746, -1.599e-4
0.747, -1.602e-4
0.748, -1.604e-4
0.749, -1.607e-4
0.750, -1.609e-4
0.751, -1.611e-4
0.752, -1.614e-4
0.753, -1.616e-4
0.754, -1.618e-4
0.755, -1.622e-4
0.756, -1.625e-4
0.757, -1.626e-4
0.758, -1.629e-4
0.759, -1.631e-4
0.760, -1.634e-4
0.761, -1.637e-4
0.762, -1.639e-4
0.763, -1.642e-4
0.764, -1.645e-4
0.765, -1.647e-4
0.766, -1.650e-4
0.767, -1.653e-4
0.768, -1.658e-4
0.769, -1.662e-4
0.770, -1.663e-4
0.771, -1.665e-4
0.772, -1.668e-4
0.773, -1.669e-4
0.774, -1.673e-4
0.775, -1.677e-4
0.776, -1.679e-4
0.777, -1.682e-4
0.778, -1.684e-4
0.779, -1.687e-4
0.780, -1.690e-4
0.781, -1.693e-4
0.782, -1.695e-4
0.783, -1.698e-4
0.784, -1.701e-4
0.785, -1.704e-4
0.786, -1.706e-4
0.787, -1.710e-4
0.788, -1.713e-4
0.789, -1.715e-4
0.790, -1.718e-4
0.791, -1.721e-4
0.792, -1.724e-4
0.793, -1.726e-4
0.794, -1.729e-4
0.795, -1.732e-4
0.796, -1.735e-4
0.797, -1.737e-4
0.798, -1.741e-4
0.799, -1.744e-4
0.800, -1.747e-4
0.801, -1.750e-4
0.802, -1.752e-4
0.803, -1.755e-4
0.804, -1.758e-4
0.805, -1.760e-4
0.806, -1.763e-4
0.807, -1.767e-4
0.808, -1.770e-4
0.809, -1.773e-4
0.810, -1.775e-4
0.811, -1.777e-4
0.812, -1.781e-4
0.813, -1.785e-4
0.814, -1.788e-4
0.815, -1.790e-4
0.816, -1.794e-4
0.817, -1.797e-4
0.818, -1.799e-4
0.819, -1.805e-4
0.820, -1.812e-4
0.821, -1.812e-4
0.822, -1.815e-4
0.823, -1.816e-4
0.824, -1.819e-4
0.825, -1.823e-4
0.826, -1.825e-4
0.827, -1.828e-4
0.828, -1.831e-4
0.829, -1.834e-4
0.830, -1.837e-4
0.831, -1.839e-4
0.832, -1.842e-4
0.833, -1.846e-4
0.834, -1.848e-4
0.835, -1.851e-4
0.836, -1.854e-4
0.837, -1.856e-4
0.838, -1.860e-4
0.839, -1.863e-4
